IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
C05D2.1d	446	i12-31o230-252i	i(1-12=12) o(31-230=200) i(252-446=195)	i(1-12=12)	i(252-446=195)	12	195	200	103
C05D2.8	426	i2-19o	i(1-2=2) o(19-426=2)	i(1-2=2)	o(19-426=408)	2	408	408	2
C05D9.2	296	i236-258o	i(1-236=236) o(258-296=236)	i(1-236=236)	o(258-296=39)	236	39	39	236
C05D9.7	249	i73-95o100-122i134-156o188-210i	i(1-73=73) o(95-100=6) i(122-134=13) o(156-188=33) i(210-249=40)	i(1-73=73)	i(210-249=40)	73	40	19	42
C05E11.1	342	i40-62o72-94i	i(1-40=40) o(62-72=11) i(94-342=249)	i(1-40=40)	i(94-342=249)	40	249	11	144
C05E11.2	147	i71-93o103-125i	i(1-71=71) o(93-103=11) i(125-147=23)	i(1-71=71)	i(125-147=23)	71	23	11	47
C05E11.3a	235	i52-74o94-116i128-150o184-206i	i(1-52=52) o(74-94=21) i(116-128=13) o(150-184=35) i(206-235=30)	i(1-52=52)	i(206-235=30)	52	30	28	31
C05E11.3b	257	i74-96o116-138i150-172o206-228i	i(1-74=74) o(96-116=21) i(138-150=13) o(172-206=35) i(228-257=30)	i(1-74=74)	i(228-257=30)	74	30	28	39
C05E11.4	534	o29-51i64-86o115-134i139-161o188-210i223-245o260-282i291-310o314-333i354-376o396-418i	o(1-29=29) i(51-64=14) o(86-115=30) i(134-139=6) o(161-188=28) i(210-223=14) o(245-260=16) i(282-291=10) o(310-314=5) i(333-354=22) o(376-396=21) i(418-534=117)	o(1-29=29)	i(418-534=117)	29	117	21	30
C05E11.5	577	o30-52i65-87o115-134i141-163o188-210i223-245o260-282i317-339o354-376i396-418o	o(1-30=30) i(52-65=14) o(87-115=29) i(134-141=8) o(163-188=26) i(210-223=14) o(245-260=16) i(282-317=36) o(339-354=16) i(376-396=21) o(418-577=117)	o(1-30=30)	o(418-577=160)	30	160	46	18
C05E11.6	152	i7-29o	i(1-7=7) o(29-152=7)	i(1-7=7)	o(29-152=124)	7	124	124	7
C05E4.10	344	i13-30o43-65i126-148o201-223i244-266o281-303i	i(1-13=13) o(30-43=14) i(65-126=62) o(148-201=54) i(223-244=22) o(266-281=16) i(303-344=42)	i(1-13=13)	i(303-344=42)	13	42	28	34
C05E4.11	340	o13-30i43-65o91-113i126-148o201-223i244-266o281-303i	o(1-13=13) i(30-43=14) o(65-91=27) i(113-126=14) o(148-201=54) i(223-244=22) o(266-281=16) i(303-340=38)	o(1-13=13)	i(303-340=38)	13	38	27	22
C05E4.13	353	o6-28i35-57o93-115i128-150o207-229i255-277o287-309i	o(1-6=6) i(28-35=8) o(57-93=37) i(115-128=14) o(150-207=58) i(229-255=27) o(277-287=11) i(309-353=45)	o(1-6=6)	i(309-353=45)	6	45	28	23
C05E4.14a	181	i104-126o146-168i	i(1-104=104) o(126-146=21) i(168-181=14)	i(1-104=104)	i(168-181=14)	104	14	21	59
C05E4.14b	257	o33-55i76-95o134-156i177-199o222-244i	o(1-33=33) i(55-76=22) o(95-134=40) i(156-177=22) o(199-222=24) i(244-257=14)	o(1-33=33)	i(244-257=14)	33	14	32	19
C05E4.14c	336	o112-134i155-174o213-235i256-278o301-323i	o(1-112=112) i(134-155=22) o(174-213=40) i(235-256=22) o(278-301=24) i(323-336=14)	o(1-112=112)	i(323-336=14)	112	14	58	19
C05E4.2	351	o20-42i49-71o100-122i143-165o208-230i257-279o289-311i	o(1-20=20) i(42-49=8) o(71-100=30) i(122-143=22) o(165-208=44) i(230-257=28) o(279-289=11) i(311-351=41)	o(1-20=20)	i(311-351=41)	20	41	26	24
C05E4.4	355	o18-40i53-75o100-122i143-165o203-225i257-279o289-311i	o(1-18=18) i(40-53=14) o(75-100=26) i(122-143=22) o(165-203=39) i(225-257=33) o(279-289=11) i(311-355=45)	o(1-18=18)	i(311-355=45)	18	45	23	28
C05E4.6	328	o5-27i40-62o82-104i128-150o201-223i244-266o288-310i	o(1-5=5) i(27-40=14) o(62-82=21) i(104-128=25) o(150-201=52) i(223-244=22) o(266-288=23) i(310-328=19)	o(1-5=5)	i(310-328=19)	5	19	25	20
C05E4.7	140	i7-29o	i(1-7=7) o(29-140=7)	i(1-7=7)	o(29-140=112)	7	112	112	7
C05E7.1	297	i21-43o	i(1-21=21) o(43-297=21)	i(1-21=21)	o(43-297=255)	21	255	255	21
C05E7.3	156	i5-23o	i(1-5=5) o(23-156=5)	i(1-5=5)	o(23-156=134)	5	134	134	5
C05E7.4	353	o30-52i59-81o96-118i147-169o203-225i251-273o288-310i	o(1-30=30) i(52-59=8) o(81-96=16) i(118-147=30) o(169-203=35) i(225-251=27) o(273-288=16) i(310-353=44)	o(1-30=30)	i(310-353=44)	30	44	24	27
C05G5.1	456	i17-39o54-76i83-105o120-142i149-171o181-203i237-256o271-293i306-328o332-354i367-389o418-437i	i(1-17=17) o(39-54=16) i(76-83=8) o(105-120=16) i(142-149=8) o(171-181=11) i(203-237=35) o(256-271=16) i(293-306=14) o(328-332=5) i(354-367=14) o(389-418=30) i(437-456=20)	i(1-17=17)	i(437-456=20)	17	20	15	16
C05G5.3	219	o10-32i	o(1-10=10) i(32-219=188)	o(1-10=10)	i(32-219=188)	10	188	10	188
C06A1.2a	96	o24-46i	o(1-24=24) i(46-96=51)	o(1-24=24)	i(46-96=51)	24	51	24	51
C06A1.2b	87	o24-46i	o(1-24=24) i(46-87=42)	o(1-24=24)	i(46-87=42)	24	42	24	42
C06A12.4a	735	o26-48i69-91o	o(1-26=26) i(48-69=22) o(91-735=8)	o(1-26=26)	o(91-735=645)	26	645	335	22
C06A12.4b	718	o26-48i69-91o	o(1-26=26) i(48-69=22) o(91-718=8)	o(1-26=26)	o(91-718=628)	26	628	327	22
C06A12.8	143	o4-21i	o(1-4=4) i(21-143=123)	o(1-4=4)	i(21-143=123)	4	123	4	123
C06A5.10	79	i21-40o	i(1-21=21) o(40-79=21)	i(1-21=21)	o(40-79=40)	21	40	40	21
C06A5.12	117	i78-100o	i(1-78=78) o(100-117=78)	i(1-78=78)	o(100-117=18)	78	18	18	78
