ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
Q9H228	S1PR5_HUMAN Sphingosine 1-phosphate receptor 5 OS=Homo sapiens GN=S1PR5 PE=2 SV=1	398	o40-62i71-93o108-130i151-173o193-215i247-269o284-306i	o(1-40=40) i(62-71=10) o(93-108=16) i(130-151=22) o(173-193=21) i(215-247=33) o(269-284=16) i(306-398=93)	NYT(20)/o 
P51685	CCR8_HUMAN C-C chemokine receptor type 8 OS=Homo sapiens GN=CCR8 PE=1 SV=1	355	o40-62i74-96o111-133i154-176o196-218i239-261o	o(1-40=40) i(62-74=13) o(96-111=16) i(133-154=22) o(176-196=21) i(218-239=22) o(261-355=93)	NKT(232)/i 
P34995	PE2R1_HUMAN Prostaglandin E2 receptor EP1 subtype OS=Homo sapiens GN=PTGER1 PE=2 SV=3	402	o40-62i74-96o111-133i154-176o208-230i299-321o	o(1-40=40) i(62-74=13) o(96-111=16) i(133-154=22) o(176-208=33) i(230-299=70) o(321-402=93)	NLS(8)/o NTS(25)/o 
O00421	CCRL2_HUMAN C-C chemokine receptor-like 2 OS=Homo sapiens GN=CCRL2 PE=1 SV=2	344	o40-62i75-97o107-126i147-169o199-221i234-256o	o(1-40=40) i(62-75=14) o(97-107=11) i(126-147=22) o(169-199=31) i(221-234=14) o(256-344=49)	NYT(3)/o NIS(205)/m 
Q99500	S1PR3_HUMAN Sphingosine 1-phosphate receptor 3 OS=Homo sapiens GN=S1PR3 PE=1 SV=2	378	o40-62i75-97o112-134i154-176o196-218i246-265o280-302i	o(1-40=40) i(62-75=14) o(97-112=16) i(134-154=21) o(176-196=21) i(218-246=29) o(265-280=16) i(302-378=77)	NET(15)/o NNS(233)/i NNS(343)/i NSS(344)/i 
P50391	NPY4R_HUMAN Neuropeptide Y receptor type 4 OS=Homo sapiens GN=NPY4R PE=2 SV=1	375	o40-62i75-97o117-137i158-180o213-235i263-282o302-324i	o(1-40=40) i(62-75=14) o(97-117=21) i(137-158=22) o(180-213=34) i(235-263=29) o(282-302=21) i(324-375=52)	NTS(2)/o NRS(19)/o NFS(29)/o NVT(74)/i NHS(187)/o 
O14511	NRG2_HUMAN Pro-neuregulin-2, membrane-bound isoform OS=Homo sapiens GN=NRG2 PE=1 SV=1	850	o406-428i	o(1-406=406) i(428-850=423)	NNS(52)/o NSS(53)/o NST(147)/o NRS(278)/o NET(346)/o NRS(451)/i 
Q9Y6X5	ENPP4_HUMAN Bis(5'-adenosyl)-triphosphatase ENPP4 OS=Homo sapiens GN=ENPP4 PE=1 SV=3	453	o406-428i	o(1-406=406) i(428-453=26)	NRS(128)/o NSS(155)/o NIT(166)/o NNS(172)/o NMS(202)/o NRT(276)/o NCS(286)/o NES(327)/o NGT(386)/o 
P02730	B3AT_HUMAN Band 3 anion transport protein OS=Homo sapiens GN=SLC4A1 PE=1 SV=3	911	o406-428i449-471o491-513i526-545o565-587i608-625o661-680i701-723o783-805i833-850o855-874i	o(1-406=406) i(428-449=22) o(471-491=21) i(513-526=14) o(545-565=21) i(587-608=22) o(625-661=37) i(680-701=22) o(723-783=61) i(805-833=29) o(850-855=6) i(874-911=38)	NSS(593)/i NSS(642)/o 
Q9Y487	VPP2_HUMAN V-type proton ATPase 116 kDa subunit a isoform 2 OS=Homo sapiens GN=ATP6V0A2 PE=1 SV=2	856	o408-430i447-469o555-577i584-606o652-674i785-807o	o(1-408=408) i(430-447=18) o(469-555=87) i(577-584=8) o(606-652=47) i(674-785=112) o(807-856=46)	NVS(43)/o NQS(438)/i NVS(484)/o NDS(505)/o NRS(684)/i 
P18031	PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1	435	o409-431i	o(1-409=409) i(431-435=5)	NAS(68)/o NLT(162)/o 
Q7Z2K6	ERMP1_HUMAN Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens GN=ERMP1 PE=1 SV=2	904	o409-431i451-473o488-510i522-544o549-568i580-602o622-644i651-673o	o(1-409=409) i(431-451=21) o(473-488=16) i(510-522=13) o(544-549=6) i(568-580=13) o(602-622=21) i(644-651=8) o(673-904=29)	NIT(182)/o NAS(517)/i NDS(730)/o NGT(819)/o 
Q12809	KCNH2_HUMAN Potassium voltage-gated channel subfamily H member 2 OS=Homo sapiens GN=KCNH2 PE=1 SV=1	1159	o409-431i549-571o611-633i640-662o	o(1-409=409) i(431-549=119) o(571-611=41) i(633-640=8) o(662-1159=13)	NST(317)/o NVT(369)/o NSS(598)/o NVS(629)/m NVS(658)/m NRS(733)/o 
P42167	LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2	454	o411-430i	o(1-411=411) i(430-454=25)	NVT(24)/o NGS(175)/o NDS(178)/o NQS(220)/o NES(290)/o 
Q16790	CAH9_HUMAN Carbonic anhydrase 9 OS=Homo sapiens GN=CA9 PE=1 SV=2	459	o411-433i	o(1-411=411) i(433-459=27)	NQT(346)/o 
Q9NS40	KCNH7_HUMAN Potassium voltage-gated channel subfamily H member 7 OS=Homo sapiens GN=KCNH7 PE=2 SV=2	1196	o412-434i551-573o614-636i643-665o	o(1-412=412) i(434-551=118) o(573-614=42) i(636-643=8) o(665-1196=14)	NGS(102)/o NIS(230)/o NFS(338)/o NSS(348)/o NVT(369)/o NDS(600)/o NVS(632)/m NVS(661)/m NQT(736)/o NDS(881)/o NST(905)/o NLT(1139)/o 
Q96Q91	B3A4_HUMAN Anion exchange protein 4 OS=Homo sapiens GN=SLC4A9 PE=2 SV=2	983	o413-435i447-469o498-520i532-554o623-645i665-684o712-731i751-773o813-832i839-858o897-919i	o(1-413=413) i(435-447=13) o(469-498=30) i(520-532=13) o(554-623=70) i(645-665=21) o(684-712=29) i(731-751=21) o(773-813=41) i(832-839=8) o(858-897=40) i(919-983=65)	NQT(183)/o NLT(549)/m NES(576)/o NAS(600)/o NIS(979)/i 
O15533	TPSN_HUMAN Tapasin OS=Homo sapiens GN=TAPBP PE=1 SV=1	448	o414-436i	o(1-414=414) i(436-448=13)	NGT(253)/o 
Q9NS62	THSD1_HUMAN Thrombospondin type-1 domain-containing protein 1 OS=Homo sapiens GN=THSD1 PE=1 SV=1	852	o414-436i	o(1-414=414) i(436-852=417)	NDT(39)/o NGT(53)/o NVS(58)/o NQT(69)/o NQS(80)/o NST(110)/o NRS(135)/o NCT(304)/o NVT(610)/i NTS(814)/i 
Q9ULS5	TMCC3_HUMAN Transmembrane and coiled-coil domains protein 3 OS=Homo sapiens GN=TMCC3 PE=2 SV=3	477	o415-437i444-466o	o(1-415=415) i(437-444=8) o(466-477=8)	NKS(201)/o NQS(270)/o 
Q8TDW7	FAT3_HUMAN Protocadherin Fat 3 OS=Homo sapiens GN=FAT3 PE=2 SV=2	4589	o4156-4175i	o(1-4156=4156) i(4175-4589=415)	NAT(49)/o NLT(342)/o NES(482)/o NVT(563)/o NIS(668)/o NIT(800)/o NSS(880)/o NYS(899)/o NLT(1007)/o NFT(1368)/o NMS(1430)/o NAT(1752)/o NLS(1945)/o NNT(1994)/o NIT(1997)/o NAT(2209)/o NTT(2293)/o NST(2332)/o NVS(2468)/o NIT(3001)/o NIS(3202)/o NLT(3330)/o NYT(3450)/o NVS(3619)/o NVS(3655)/o NCS(3742)/o NFT(3927)/o NCT(4123)/o NYS(4183)/i NIT(4188)/i NKS(4202)/i NAS(4350)/i NET(4501)/i 
A2A2V5	SRTM1_HUMAN Serine-rich and transmembrane domain-containing protein 1 OS=Homo sapiens GN=SERTM1 PE=2 SV=1	107	o41-63i	o(1-41=41) i(63-107=45)	NGT(16)/o NLS(104)/i 
Q07108	CD69_HUMAN Early activation antigen CD69 OS=Homo sapiens GN=CD69 PE=1 SV=1	199	o41-63i	o(1-41=41) i(63-199=137)	NSS(11)/o NVT(166)/i 
Q969W9	PMEPA_HUMAN Transmembrane prostate androgen-induced protein OS=Homo sapiens GN=PMEPA1 PE=1 SV=1	287	o41-63i	o(1-41=41) i(63-287=225)	NST(8)/o NVS(19)/o NRT(188)/i 
Q9Y3P8	SIT1_HUMAN Signaling threshold-regulating transmembrane adapter 1 OS=Homo sapiens GN=SIT1 PE=1 SV=1	196	o41-63i	o(1-41=41) i(63-196=134)	NCT(26)/o 
Q9BXT2	CCG6_HUMAN Voltage-dependent calcium channel gamma-6 subunit OS=Homo sapiens GN=CACNG6 PE=2 SV=1	260	o41-63i141-163o173-192i221-243o	o(1-41=41) i(63-141=79) o(163-173=11) i(192-221=30) o(243-260=21)	NGS(71)/i NCT(113)/i 
P48145	NPBW1_HUMAN Neuropeptides B/W receptor type 1 OS=Homo sapiens GN=NPBWR1 PE=1 SV=2	328	o41-63i155-177o208-230i251-273o288-310i	o(1-41=41) i(63-155=93) o(177-208=32) i(230-251=22) o(273-288=16) i(310-328=19)	NAS(3)/o NAS(13)/o NAS(25)/o 
O14678	ABCD4_HUMAN ATP-binding cassette sub-family D member 4 OS=Homo sapiens GN=ABCD4 PE=1 SV=1	606	o41-63i76-93o179-201i268-290o	o(1-41=41) i(63-76=14) o(93-179=87) i(201-268=68) o(290-606=22)	NST(93)/o NKT(201)/i 
Q8NGQ1	OR9G4_HUMAN Olfactory receptor 9G4 OS=Homo sapiens GN=OR9G4 PE=2 SV=2	327	o41-63i76-98o113-132i145-167o217-239i252-274o289-307i	o(1-41=41) i(63-76=14) o(98-113=16) i(132-145=14) o(167-217=51) i(239-252=14) o(274-289=16) i(307-327=21)	NCT(20)/o NMT(57)/m NLS(80)/m 
Q99788	CML1_HUMAN Chemokine-like receptor 1 OS=Homo sapiens GN=CMKLR1 PE=1 SV=2	373	o41-63i76-98o118-135i155-177o225-247i259-281o296-318i	o(1-41=41) i(63-76=14) o(98-118=21) i(135-155=21) o(177-225=49) i(247-259=13) o(281-296=16) i(318-373=56)	NTS(9)/o NFS(192)/o 
P30518	V2R_HUMAN Vasopressin V2 receptor OS=Homo sapiens GN=AVPR2 PE=1 SV=1	371	o41-63i76-98o118-135i156-178o206-228i274-296o306-328i	o(1-41=41) i(63-76=14) o(98-118=21) i(135-156=22) o(178-206=29) i(228-274=47) o(296-306=11) i(328-371=44)	NSS(22)/o 
P25024	CXCR1_HUMAN C-X-C chemokine receptor type 1 OS=Homo sapiens GN=CXCR1 PE=1 SV=2	350	o41-63i76-98o118-140i152-174o208-230i243-262o	o(1-41=41) i(63-76=14) o(98-118=21) i(140-152=13) o(174-208=35) i(230-243=14) o(262-350=44)	NIT(3)/o NFT(16)/o NLS(166)/m NNS(181)/o NSS(182)/o NDT(193)/o NVS(345)/o 
Q8TDV0	GP151_HUMAN Probable G-protein coupled receptor 151 OS=Homo sapiens GN=GPR151 PE=2 SV=1	419	o41-63i76-98o118-140i153-175o205-223i250-272o287-309i	o(1-41=41) i(63-76=14) o(98-118=21) i(140-153=14) o(175-205=31) i(223-250=28) o(272-287=16) i(309-419=111)	NSS(10)/o NVS(15)/o NLS(79)/m NYT(151)/i 
P46091	GPR1_HUMAN G-protein coupled receptor 1 OS=Homo sapiens GN=GPR1 PE=1 SV=2	355	o41-63i76-98o118-140i153-175o211-233i246-265o285-307i	o(1-41=41) i(63-76=14) o(98-118=21) i(140-153=14) o(175-211=37) i(233-246=14) o(265-285=21) i(307-355=49)	NYS(14)/o NHT(183)/o 
Q9BXP2	S12A9_HUMAN Solute carrier family 12 member 9 OS=Homo sapiens GN=SLC12A9 PE=1 SV=1	914	o41-63i76-98o118-140i166-188o192-214i263-285o298-320i333-355o417-439i451-473o	o(1-41=41) i(63-76=14) o(98-118=21) i(140-166=27) o(188-192=5) i(214-263=50) o(285-298=14) i(320-333=14) o(355-417=63) i(439-451=13) o(473-914=90)	NGS(228)/i NSS(243)/i NMS(286)/o 
P04629	NTRK1_HUMAN High affinity nerve growth factor receptor OS=Homo sapiens GN=NTRK1 PE=1 SV=4	796	o417-439i	o(1-417=417) i(439-796=358)	NLT(67)/o NLT(95)/o NLS(121)/o NAS(188)/o NAS(202)/o NVT(253)/o NVT(262)/o NVS(281)/o NGS(318)/o NET(323)/o NET(338)/o NYT(358)/o NST(401)/o 
Q08345	DDR1_HUMAN Epithelial discoidin domain-containing receptor 1 OS=Homo sapiens GN=DDR1 PE=1 SV=1	913	o417-439i	o(1-417=417) i(439-913=475)	NDS(211)/o NHS(260)/o NNS(370)/o NSS(371)/o NFS(394)/o NGS(502)/i NFT(777)/i 
Q14517	FAT1_HUMAN Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2	4588	o4179-4201i	o(1-4179=4179) i(4201-4588=388)	NVT(40)/o NLT(333)/o NIT(660)/o NST(740)/o NIT(791)/o NLT(998)/o NGS(1220)/o NLT(1426)/o NVS(1551)/o NAS(1662)/o NTT(1748)/o NVT(1864)/o NAT(1902)/o NTT(1940)/o NST(1991)/o NHS(2325)/o NLS(2464)/o NGS(2678)/o NDS(2912)/o NVT(3324)/o NGS(3415)/o NTT(3422)/o NYS(3444)/o NVS(3613)/o NHT(3640)/o NLT(3649)/o NSS(3716)/o NCS(4152)/o NST(4509)/i 
P0C7U0	ELFN1_HUMAN Protein ELFN1 OS=Homo sapiens GN=ELFN1 PE=1 SV=2	828	o418-440i	o(1-418=418) i(440-806=367)	NST(59)/o NLT(85)/o NLT(90)/o NLT(122)/o NAT(210)/o NNS(349)/o NYT(376)/o NHT(391)/o 
Q5T848	GP158_HUMAN Probable G-protein coupled receptor 158 OS=Homo sapiens GN=GPR158 PE=1 SV=1	1215	o418-440i452-474o484-506i526-548o578-600i613-635o	o(1-418=418) i(440-452=13) o(474-484=11) i(506-526=21) o(548-578=31) i(600-613=14) o(635-1215=14)	NCS(98)/o NKS(143)/o NAT(215)/o NGS(274)/o NNS(333)/o NSS(697)/o NST(846)/o NLS(884)/o NHS(944)/o NSS(1156)/o 
Q15413	RYR3_HUMAN Ryanodine receptor 3 OS=Homo sapiens GN=RYR3 PE=1 SV=3	4870	o4185-4207i4410-4429o4482-4504i4613-4635o4670-4692i4751-4770o	o(1-4185=4185) i(4207-4410=204) o(4429-4482=54) i(4504-4613=110) o(4635-4670=36) i(4692-4751=60) o(4770-4870=75)	NDS(242)/o NTT(413)/o NRT(426)/o NCT(1364)/o NRS(1403)/o NMS(1853)/o NSS(2121)/o NAS(2213)/o NFS(2607)/o NYT(2991)/o NRS(3276)/o NTT(3760)/o NFS(3801)/o NGT(3888)/o NLS(4000)/o NDS(4007)/o NVT(4152)/o NKS(4697)/i 
P16473	TSHR_HUMAN Thyrotropin receptor OS=Homo sapiens GN=TSHR PE=1 SV=2	764	o419-441i454-476o496-518i538-560o580-602i627-649o659-681i	o(1-419=419) i(441-454=14) o(476-496=21) i(518-538=21) o(560-580=21) i(602-627=26) o(649-659=11) i(681-764=84)	NIS(77)/o NLS(99)/o NLT(113)/o NET(177)/o NGT(198)/o NES(302)/o NST(715)/i 
Q9H3R2	MUC13_HUMAN Mucin-13 OS=Homo sapiens GN=MUC13 PE=1 SV=2	511	o420-442i	o(1-420=420) i(442-511=70)	NQS(150)/o NST(168)/o NTS(192)/o NSS(205)/o NVT(283)/o NQT(331)/o NKT(448)/i 
O95196	CSPG5_HUMAN Chondroitin sulfate proteoglycan 5 OS=Homo sapiens GN=CSPG5 PE=1 SV=3	566	o421-443i	o(1-421=421) i(443-566=124)	NDT(57)/o NGT(355)/o NGS(367)/o NFS(473)/i NLT(564)/i 
Q5H943	KKLC1_HUMAN Kita-kyushu lung cancer antigen 1 OS=Homo sapiens GN=KKLC1 PE=1 SV=1	113	o4-21i	o(1-4=4) i(21-113=93)	NST(34)/i NLS(83)/i 
Q6UWK7	CJ099_HUMAN Putative uncharacterized protein C10orf99 OS=Homo sapiens GN=C10orf99 PE=2 SV=1	81	o4-21i	o(1-4=4) i(21-81=61)	NST(48)/i 
Q9NYL5	CP39A_HUMAN 24-hydroxycholesterol 7-alpha-hydroxylase OS=Homo sapiens GN=CYP39A1 PE=2 SV=2	469	o4-21i268-290o	o(1-4=4) i(21-268=248) o(290-469=347)	NKS(176)/i NWS(214)/i 
Q68DH5	LMBD2_HUMAN LMBR1 domain-containing protein 2 OS=Homo sapiens GN=LMBRD2 PE=1 SV=1	695	o4-21i33-52o106-128i148-170o185-207i389-411o431-453i474-496o528-550i	o(1-4=4) i(21-33=13) o(52-106=55) i(128-148=21) o(170-185=16) i(207-389=183) o(411-431=21) i(453-474=22) o(496-528=33) i(550-695=146)	NSS(70)/o NIT(78)/o NES(255)/i NET(343)/i NFS(624)/i NRS(631)/i NRT(642)/i 
Q68CR7	LRC66_HUMAN Leucine-rich repeat-containing protein 66 OS=Homo sapiens GN=LRRC66 PE=2 SV=1	880	o4-21i375-397o	o(1-4=4) i(21-375=355) o(397-880=21)	NAS(23)/i NCS(45)/i NLS(115)/i NRS(282)/i NQT(454)/o NVT(746)/o NVT(756)/o NAS(792)/o 
A6NGC4	TLCD2_HUMAN TLC domain-containing protein 2 OS=Homo sapiens GN=TLCD2 PE=2 SV=3	264	o4-21i40-62o77-99i108-130o167-189i196-218o	o(1-4=4) i(21-40=20) o(62-77=16) i(99-108=10) o(130-167=38) i(189-196=8) o(218-264=22)	NQT(99)/i NSS(256)/o 
P10632	CP2C8_HUMAN Cytochrome P450 2C8 OS=Homo sapiens GN=CYP2C8 PE=1 SV=2	490	o4-21i60-82o	o(1-4=4) i(21-60=40) o(82-490=18)	NFS(56)/i NTT(468)/o 
Q96HV5	TM41A_HUMAN Transmembrane protein 41A OS=Homo sapiens GN=TMEM41A PE=2 SV=1	264	o4-21i68-85o100-122i153-172o182-201i222-239o	o(1-4=4) i(21-68=48) o(85-100=16) i(122-153=32) o(172-182=11) i(201-222=22) o(239-264=295)	NLS(172)/o NET(250)/o 
P45844	ABCG1_HUMAN ATP-binding cassette sub-family G member 1 OS=Homo sapiens GN=ABCG1 PE=1 SV=3	678	o422-444i457-479o503-525i532-554o564-586i599-616o648-670i	o(1-422=422) i(444-457=14) o(479-503=25) i(525-532=8) o(554-564=11) i(586-599=14) o(616-648=33) i(670-678=9)	NAS(15)/o NLT(59)/o 
P37287	PIGA_HUMAN Phosphatidylinositol N-acetylglucosaminyltransferase subunit A OS=Homo sapiens GN=PIGA PE=1 SV=1	484	o423-442i	o(1-423=423) i(442-484=43)	NQS(99)/o NTS(307)/o NYS(467)/i 
O43300	LRRT2_HUMAN Leucine-rich repeat transmembrane neuronal protein 2 OS=Homo sapiens GN=LRRTM2 PE=2 SV=3	516	o423-445i	o(1-423=423) i(445-516=72)	NAT(57)/o NTT(126)/o NLT(243)/o NLS(362)/o NMS(477)/i 
A6NNS2	DRS7C_HUMAN Dehydrogenase/reductase SDR family member 7C OS=Homo sapiens GN=DHRS7C PE=2 SV=3	312	o4-23i	o(1-4=4) i(23-312=290)	NAS(127)/i 
P14555	PA2GA_HUMAN Phospholipase A2, membrane associated OS=Homo sapiens GN=PLA2G2A PE=1 SV=2	144	o4-23i	o(1-4=4) i(23-144=122)	NKT(121)/i 
Q5T7M4	F132A_HUMAN Protein FAM132A OS=Homo sapiens GN=FAM132A PE=2 SV=2	302	o4-23i	o(1-4=4) i(23-302=280)	NAT(43)/i NGS(281)/i 
Q08722	CD47_HUMAN Leukocyte surface antigen CD47 OS=Homo sapiens GN=CD47 PE=1 SV=1	323	o4-23i140-162o177-199i206-228o238-260i267-289o	o(1-4=4) i(23-140=118) o(162-177=16) i(199-206=8) o(228-238=11) i(260-267=8) o(289-323=9)	NKT(23)/i NDT(34)/i NTT(50)/i NKS(73)/i NYT(111)/i NAT(206)/i 
Q7L5L3	GDPD3_HUMAN Glycerophosphodiester phosphodiesterase domain-containing protein 3 OS=Homo sapiens GN=GDPD3 PE=2 SV=3	318	o4-23i199-221o	o(1-4=4) i(23-199=177) o(221-318=8)	NRT(235)/o 
Q5VY80	RET1L_HUMAN Retinoic acid early transcript 1L protein OS=Homo sapiens GN=RAET1L PE=2 SV=1	246	o4-23i223-245o	o(1-4=4) i(23-223=201) o(245-246=8)	NKT(68)/i NVT(82)/i NYT(112)/i 
Q6P7N7	TMM81_HUMAN Transmembrane protein 81 OS=Homo sapiens GN=TMEM81 PE=2 SV=1	255	o4-23i224-246o	o(1-4=4) i(23-224=202) o(246-255=8)	NAT(45)/i 
Q17R55	F187B_HUMAN Protein FAM187B OS=Homo sapiens GN=FAM187B PE=2 SV=2	369	o4-23i329-351o	o(1-4=4) i(23-329=307) o(351-369=22)	NSS(45)/i NIS(68)/i NET(130)/i NNT(207)/i NDT(248)/i 
Q6ZUK4	TMM26_HUMAN Transmembrane protein 26 OS=Homo sapiens GN=TMEM26 PE=1 SV=1	368	o4-23i36-54o64-83i254-276o286-308i	o(1-4=4) i(23-36=14) o(54-64=11) i(83-254=172) o(276-286=11) i(308-368=61)	NTS(102)/i NQT(110)/i NLS(135)/i NES(344)/i 
Q9NWC5	TM45A_HUMAN Transmembrane protein 45A OS=Homo sapiens GN=TMEM45A PE=2 SV=1	275	o4-23i44-66o91-113i118-140o150-172i181-203o218-240i	o(1-4=4) i(23-44=22) o(66-91=26) i(113-118=6) o(140-150=11) i(172-181=10) o(203-218=16) i(240-275=36)	NHT(140)/o 
Q8WV48	CC107_HUMAN Coiled-coil domain-containing protein 107 OS=Homo sapiens GN=CCDC107 PE=2 SV=2	283	o4-23i63-82o	o(1-4=4) i(23-63=41) o(82-283=6)	NWS(231)/o 
P03886	NU1M_HUMAN NADH-ubiquinone oxidoreductase chain 1 OS=Homo sapiens GN=MT-ND1 PE=1 SV=1	318	o4-23i68-90o100-122i135-157o172-191i222-244o254-273i293-315o	o(1-4=4) i(23-68=46) o(90-100=11) i(122-135=14) o(157-172=16) i(191-222=32) o(244-254=11) i(273-293=21) o(315-318=165)	NLS(161)/o NRT(194)/i 
Q9NPG8	ZDHC4_HUMAN Probable palmitoyltransferase ZDHHC4 OS=Homo sapiens GN=ZDHHC4 PE=2 SV=1	344	o4-23i68-90o100-122i194-216o256-278i	o(1-4=4) i(23-68=46) o(90-100=11) i(122-194=73) o(216-256=41) i(278-344=67)	NHT(65)/i NQT(284)/i 
Q8IUK5	PLDX1_HUMAN Plexin domain-containing protein 1 OS=Homo sapiens GN=PLXDC1 PE=1 SV=2	500	o425-447i	o(1-425=425) i(447-500=54)	NRT(80)/o NHS(88)/o NRS(115)/o NST(189)/o NGT(197)/o NCS(321)/o NLS(412)/o 
Q9NX94	WBP1L_HUMAN WW domain binding protein 1-like OS=Homo sapiens GN=WBP1L PE=2 SV=2	342	o42-61i	o(1-42=42) i(61-342=282)	NQS(19)/o NYS(89)/i 
P29376	LTK_HUMAN Leukocyte tyrosine kinase receptor OS=Homo sapiens GN=LTK PE=1 SV=3	864	o426-448i	o(1-426=426) i(448-864=417)	NRS(257)/o NCS(380)/o NVT(412)/o NVT(509)/i NRS(809)/i 
P46663	BKRB1_HUMAN B1 bradykinin receptor OS=Homo sapiens GN=BDKRB1 PE=2 SV=3	353	o42-64i71-93o108-130i156-178o207-229i250-272o292-314i	o(1-42=42) i(64-71=8) o(93-108=16) i(130-156=27) o(178-207=30) i(229-250=22) o(272-292=21) i(314-353=40)	NQS(14)/o NAT(22)/o NIT(185)/o NSS(304)/m 
Q9NS75	CLTR2_HUMAN Cysteinyl leukotriene receptor 2 OS=Homo sapiens GN=CYSLTR2 PE=2 SV=1	346	o42-64i71-93o113-135i155-174o203-225i245-267o287-309i	o(1-42=42) i(64-71=8) o(93-113=21) i(135-155=21) o(174-203=30) i(225-245=21) o(267-287=21) i(309-346=38)	NGT(20)/o NNS(26)/o NCT(30)/o NGS(181)/o 
Q9H8X9	ZDH11_HUMAN Probable palmitoyltransferase ZDHHC11 OS=Homo sapiens GN=ZDHHC11 PE=2 SV=1	412	o42-64i71-93o174-196i217-239o243-261i	o(1-42=42) i(64-71=8) o(93-174=82) i(196-217=22) o(239-243=5) i(261-412=152)	NYS(105)/o 
Q8NGY0	O10X1_HUMAN Olfactory receptor 10X1 OS=Homo sapiens GN=OR10X1 PE=2 SV=2	326	o42-64i76-93o108-130i150-172o213-232i253-275o285-307i	o(1-42=42) i(64-76=13) o(93-108=16) i(130-150=21) o(172-213=42) i(232-253=22) o(275-285=11) i(307-326=20)	NQT(21)/o NHT(209)/o 
P28221	5HT1D_HUMAN 5-hydroxytryptamine receptor 1D OS=Homo sapiens GN=HTR1D PE=2 SV=1	377	o42-64i76-98o113-132i153-175o195-217i303-325o340-359i	o(1-42=42) i(64-76=13) o(98-113=16) i(132-153=22) o(175-195=21) i(217-303=87) o(325-340=16) i(359-377=19)	NQS(5)/o NRS(17)/o NAT(21)/o NTS(191)/o NSS(257)/i 
P51679	CCR4_HUMAN C-C chemokine receptor type 4 OS=Homo sapiens GN=CCR4 PE=1 SV=1	360	o42-64i76-98o113-132i153-175o201-223i244-266o286-308i	o(1-42=42) i(64-76=13) o(98-113=16) i(132-153=22) o(175-201=27) i(223-244=22) o(266-286=21) i(308-360=53)	NHT(183)/o NST(194)/o 
Q99677	LPAR4_HUMAN Lysophosphatidic acid receptor 4 OS=Homo sapiens GN=LPAR4 PE=1 SV=1	370	o42-64i76-98o113-134i155-177o206-228i254-276o291-313i	o(1-42=42) i(64-76=13) o(98-113=16) i(134-155=22) o(177-206=30) i(228-254=27) o(276-291=16) i(313-370=58)	NSS(15)/o NAT(24)/o NNT(28)/o NAT(183)/o NVS(220)/m 
Q8NG94	O11H1_HUMAN Olfactory receptor 11H1 OS=Homo sapiens GN=OR11H1 PE=2 SV=3	326	o42-64i76-98o113-135i156-178o215-237i258-280o290-307i	o(1-42=42) i(64-76=13) o(98-113=16) i(135-156=22) o(178-215=38) i(237-258=22) o(280-290=11) i(307-326=20)	NVS(13)/o NSS(18)/o NFS(80)/m NIS(106)/o 
Q8NG84	O2AK2_HUMAN Olfactory receptor 2AK2 OS=Homo sapiens GN=OR2AK2 PE=2 SV=2	335	o42-64i76-98o113-135i156-178o217-239i252-274o289-307i	o(1-42=42) i(64-76=13) o(98-113=16) i(135-156=22) o(178-217=40) i(239-252=14) o(274-289=16) i(307-335=29)	NIS(2)/o NQS(20)/o 
B2RN74	O11HC_HUMAN Olfactory receptor 11H12 OS=Homo sapiens GN=OR11H12 PE=2 SV=1	326	o42-64i76-98o113-135i156-178o219-241i253-275o290-307i	o(1-42=42) i(64-76=13) o(98-113=16) i(135-156=22) o(178-219=42) i(241-253=13) o(275-290=16) i(307-326=20)	NVS(13)/o NSS(18)/o NFS(80)/m NIS(106)/o 
Q8NH07	O11H2_HUMAN Olfactory receptor 11H2 OS=Homo sapiens GN=OR11H2 PE=3 SV=1	326	o42-64i76-98o113-135i156-178o219-241i253-275o290-307i	o(1-42=42) i(64-76=13) o(98-113=16) i(135-156=22) o(178-219=42) i(241-253=13) o(275-290=16) i(307-326=20)	NVS(13)/o NSS(18)/o NFS(80)/m NIS(106)/o 
P30559	OXYR_HUMAN Oxytocin receptor OS=Homo sapiens GN=OXTR PE=1 SV=2	389	o42-64i76-98o118-135i155-177o201-223i278-300o310-332i	o(1-42=42) i(64-76=13) o(98-118=21) i(135-155=21) o(177-201=25) i(223-278=56) o(300-310=11) i(332-389=58)	NWS(8)/o NAS(15)/o NRT(26)/o NSS(367)/i 
Q8NGH3	OR2D3_HUMAN Olfactory receptor 2D3 OS=Homo sapiens GN=OR2D3 PE=2 SV=2	330	o42-64i77-99o114-136i156-178o213-235i256-275o290-308i	o(1-42=42) i(64-77=14) o(99-114=16) i(136-156=21) o(178-213=36) i(235-256=22) o(275-290=16) i(308-330=23)	NQT(21)/o NLS(81)/m 
